取得日時,取得URL,名称,住所,設立,代表者,事業内容,資本金,従業員数
2025/11/05 12:01:25,https://dairitenboshu.com/syo/9875,クリアライフ株式会社,福岡県福岡市博多区博多駅南３－２－３IBBフェリックスビル７F,2013年,鍋岡信彦,WEBマーケティング事業部 コンシューマー事業部,１００万円,５０人
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9876,クリアライフ株式会社,福岡県福岡市博多区博多駅南３－２－３IBBフェリックスビル７F,2013年,鍋岡信彦,WEBマーケティング事業部 コンシューマー事業部,１００万円,５０人
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9877,CLEE,東京都世田谷区北沢1-40,2018年,,火災保険、地震保険申請の業者比較サイトを運営しております。 比較サイトだからこそ、ユーザーに対して最適な申請業者とのマッチングが可能です。,,
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9878,IMG Pharmacy,兵庫県加東市平木451-1,2009年,,海外医薬品、サプリメント、コスメ等の輸入代行業,,
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9880,ココクリエイト合同会社,愛知県名古屋市中区錦1-16-14２F,2018年,今村勇太 岩塚清,人材支援業務 ソリューション事業,200万円,20人
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9881,ラクサスマネジメント株式会社,東京都新宿区新宿二丁目3-11VORT新宿御苑9F,,,,,
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9883,株式会社カチコ,東京都渋谷区元代々木町30番13号ONEST元代々木スクエア,2018 年,深澤智史,saas型動画制作ツール販売,,
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9884,株式会社ダンクス,東京都港区芝3-40-4三田シティプラザ5階,,,,,
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9887,アドエンターグループ株式会社,東京都渋谷区桜丘町21-7 ライブリー澁谷 ２０４,2019年,中島 亮,人材サービス 各種広告代理業 海外進出支援事業 コールセンター管理業務 WEB制作・システム開発 WEBマーケティング・プロモーション,500万円,10人
2025/11/05 12:01:26,https://dairitenboshu.com/syo/9890,TRENDE株式会社,東京都千代田区東神田1-16-7 東神田プラザビル2F,2017年,妹尾 賢俊,小売電気事業（小売事業者登録番号：A0455）,41106万円,
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9891,株式会社アールエムラボ,愛知県名古屋市中区富士見町13－19富士見町八木ビル908,1年,西尾有司,ユニットバスの清掃、補修 温泉施設の浴場清掃および補修 墓石等野外構築物の洗浄およびコーティング,50万円,6人
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9893,株式会社Ｍ＆Ｓ,神奈川県川崎市高津区久末676-1,2013年,佐藤陽,ハウスクリーニング 商品販売,2500万円,50人
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9894,株式会社湘建,神奈川県横浜市西区3丁目6-1 みなとみらいセンタービル19階,2009年,松尾 健太郎,不動産の売買 不動産の仲介 不動産のコンサルティング 不動産の販売代理業 不動産の賃貸管理 リフォーム事業,10000万円,70人
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9897,株式会社Life Choice Money,東京都中央区銀座6丁目13番16号銀座WallビルUCF501,2019年,,・金融商品業 ・財務コンサルティング業,,7人
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9899,０５０株式会社,神奈川県横須賀市小川町２３－１,,,,,
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9900,日本瓦斯株式会社,東京都八王子市丹木町3-209-4,1955年,,,707000万円,1922人
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9903,株式会社Hagakure,東京都渋谷区道玄坂2-10-12,,,,,
2025/11/05 12:01:27,https://dairitenboshu.com/syo/9904,株式会社Next Innovation,東京都渋谷区東１－３２－１２渋谷プロパティービル9階,,,,,
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9906,株式会社トリモ,大阪府大阪市西区西本町1丁目13-38西本町新興産ビル222,3年,亀石健悟,在日留学生、外国籍人材に対する就職・転職支援 有料職業紹介事業許可 許可番号 27-ユ-302898,2000万円,15人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9908,合同会社N.markサービス,愛媛県松山市北土居2丁目8-18,2017年,,弊社は「動き続ける未来を！」をコンセプトに光触媒による企画販売施工を行います。また代理店事業を展開,300万円,
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9911,エスピトーム株式会社,静岡県静岡市駿河区中田２－４－１７,1970年,塩澤孝太郎,警備業,6700万円,500人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9912,株式会社KOTA,東京都千代田区1-5-6りそな九段ビル５F,2020年,上釜 航太,コーチング、コンサル 営業代理店,100万円,1人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9913,株式会社ライトアップ,東京都渋谷区渋谷2-15-1,2002年,白石 崇,中小企業支援事業 WEBコンサルティング 経営コンサルティング 人材教育事業,38638万円,150人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9914,Now You See株式会社,北海道札幌市中央区南9条西6丁目1-1シティビル5F,2019年,川嵜 駿人,物流サービス事業 アパレル事業 BtoCマッチングサービス開発事業デザイン WEB制作事業,300万円,30人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9915,Goody株式会社,東京都千代田区大手町2-6-2 日本ビル12F,2019年,桑島誠,人工知能でSNSの投稿をマイニングし解析。マッチングした人にスカウトDMまたは店舗集客のメッセンジャーを送るメッセンジャーサービス,90万円,3人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9916,ビートクリニック合同会社,東京都渋谷区東2-21-8 10F,2015年,宮城佑輔,ライブキャスティング、コンサルタント 雑貨輸出入,100万円,3人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9920,日本企業開発支援,東京都豊島区東池袋1-13-6-4Fイケブクロロクマルビル,,,,,
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9921,一般社団法人 解体工事あんぜん協力会,神奈川県横浜市都筑区茅ヶ崎中央42-21,６年,林英一,ノーリスク火災保険請求サポートの運営 解体工事一括見積りサービスの運営,1000万円,6人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9923,株式会社大成リフォーム,兵庫県尼崎市御園町24尼崎第一ビル405,2019年,松田功,・建築業（一般リフォーム、、各種屋根工事、外構工事、塗装工事） ・火災保険申請代行サービス,100万円,9人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9925,株式会社フレンディット,東京都港区赤坂2-18-14赤坂STビル1F,2016年,細野博昭,ECプロデュース事業 コールセンター支援事業 情報資産プラットフォーム事業 ソリューション事業,2000万円,20人
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9926,Dr.Botanicals.Japan,埼玉県さいたま市南区辻4－18－30メゾンドF301,,,,,
2025/11/05 12:01:28,https://dairitenboshu.com/syo/9927,株式会社A.NTiO,東京都新宿区百人町1-7-20メゾンドノール105,2016年,金慶ハン,外国から商品を輸入して日本国内に展開及び販売する貿易及び卸業です。,500万円,1人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9929,株式会社MEDICO,東京都大田区池上2-13-1,2018年,祝井理恵子,屋号：ボムクリーナー 事業： ・次世代型光触媒コーティング施工 ・セミナーの実施 ・業務用ボトルの代理店 内容：住宅・店舗で抗菌コートの施工 効果：99.99% 抗菌・抗ウイルス・消臭 持続：7年以上,300万円,2人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9930,株式会社Bグローブ,北海道帯広市東1条南6丁目14番地2-1003グランドール司,2020年,松村明子,人材コンサルタント 美容商材開発事業,200万円,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9932,株式会社IXIZ,大阪府東大阪市岸田堂西1-1-10,,,ハウスクリーニング 感染予防対策 ビルメンテナンス,,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9933,一般社団法人 日本建物調査組合,東京都渋谷区桜丘町17-12渋谷ジョンソンビル 4F-1,2019年,,・住宅、ビル、マンション等の点検・修繕 ・アンテナ・電気 ・内装・外構 ・緊急駆けつけサービス(住まいのトラブル解決),,15人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9934,株式会社makime,東京都中央区銀座1丁目15-4銀座1丁目ビル7F,,,,5200万円,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9940,株式会社plusOne,東京都豊島区池袋2-17-8-302,2015年,,,,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9948,ワンストップ総合窓口,東京都新宿区新宿1-36-2-3Ｆ,,,,,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9949,株式会社BOSSES,東京都港区浜松町2－2－15,,,ITサービス事業 コンサルティングサービス事業,,
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9952,株式会社イーアンドエス,東京都足立区千住旭町23-3ひばちビル4F,2020年,代表取締役 生田学,抗菌シリカ水による抗菌施工サービス / 木材の長期保護塗装 高機能塗料による塗装施工 環境商材の企画・販売 / 輸入商材の販売,500万円,5人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9953,株式会社ヨコモリ電池屋コーポレーション,東京都渋谷区笹塚3-33-4,1946年,横森英俊,電気工事材料・電設機器・住宅設備機器・非常用照明器具・誘導灯、防災用機器・交換電池の販売 近年では、防災用品や感染症対策グッズなどの販売も強化しております。 感染症対策グッズを販売するにあたり、社内で感染症アドバイザー資格を10名ほど保有しております。,5000万円,36人
2025/11/05 12:01:29,https://dairitenboshu.com/syo/9954,ソフィアデジタル株式会社,神奈川県横浜市港北区新横浜2-15-12共立新横浜ビル5F,2010年,佐久間 直樹,事業内容 ・MVNO支援システム 開発及び企画 ・SIM及び通信機器の卸事業 ・大手通信キャリア取次サービス ・通信端末販売,1000万円,15人
2025/11/05 12:01:30,https://dairitenboshu.com/syo/9955,株式会社リエイト,奈良県生駒市東新町4-23 第一ビル2F,,,,,
